item_id,name,description
208,Multi Colored Bird Terracotta Set,This Handcrafted Multi Colored Big Pendant Terracotta Necklace Set by the skilled Indian artisans is skin friendly and durable. The multi-colored peacock design traditional and fashionable jewellery is a great match with ethnic attire on any casual or festive occasion. The necklace set including matching earring is created with original terracotta clay and the blend of natural colors.
209,Terracotta Jewelry Flower Pendant,Antique Styled Square Shaped Terracotta Necklace Set has a unique design pattenr. The material used to create this unique terracotta neck piece is organic terracotta clay and natural colors. The necklace is best suited with the ethnic outfit on any festive or formal occasion. This necklace set has a matching earrings to complete your look.
210,Elegant Terracotta Necklace Set,"This Orange Yellow Elegant Terracotta Necklace Set is perfect blend colors. Terracotta Jewelry is crafted, hand painted and comes with jhumka earrings that complement it well. The yellow colored small and medium beaded jewellery wrap around your neck will intensify your grace at every occasion. This is an everlasting item and skin-friendly."
211,Terracotta Necklace Ethnic Design,"Octagonal Shaped Designer Terracotta Necklace Set set made from organic terracotta clay and pink, yellow and black vibrant colors. Ideal gift for your loved ones. You can match this jewelry with your ethnic outfit on any occasion. This necklace set is  Durable and skin friendly fashion jewellery."
212,Blue Terracotta Necklace Set,"Handcrafted Blue Designer Terracotta Necklace Set with octagonal shaped pendant and matching earring. This Handcrafted terracotta jewellery from the experts in India. Small beads, pretty small rods strung with the pendant by the black soft thread. You can carry this necklace set with any of your favorite traditional outfits and flaunt. The jewellery is durable and skin-friendly."
213,Musician Figurine Wall Hanging,A multi color Musician Figurine Wall Hanging is made of light weight wrought iron with a artistic wooden frame which makes it look perfect on walls.
214,Tribal Musician Figure Wall Hanging,Decorate your walls with this handcrafted Tribal Musician Figure Wall Hanging made of wrought iron and wood which shows a tribal couple playing musical instruments.
215,Black diya design chanderi saree,"Hand weaved Black diya design chanderi saree, golden border made by the artist of Chanderi village in Madhya Pradesh. The chanderi art is a design of different patterns, floral art, peacock, polka dot and geometrical design on silk fabric. Saree in elegant design can be worn on both casual and corporate function. Great gift for any age female to maintain its fabric give it for dry clean."
216,Exquisite Raja Maharaja Kalamkari Saree,Flaunt the amazing look with this Exquisite Raja Maharaja Kalamkari Saree available only at AuthIndia. The saree decorated with the ethnic design depicting raja maharaja figures and the amazing heavy hand printing done with the organic red and black colour on the border and entire saree is commendable. This saree is available with blouse in soft fabric which is comfortable to drape and easy to carry. This saree can be the ideal gift for any age group female due to its fine quality fabric and hand work its loved by all. Easy to maintain its quality just hand wash it at home.
217,Traditional Pattern Kalamkari Saree,"Traditional Pattern Kalamkari Saree that is superbly hand painted by skilled artisan of India in several patterns and awesome fabric at AuthIndia. This kalamkari saree comes with blouse depicting the Indian lady, peacock and cow figures on entire saree, the border is decorated with the heavy floral hand paint work using the organic black color. The pure soft cotton fabric saree is so comfortable and lightweight that you can drape the saree easily and carry for all day long. Suitable for all occasion this kalamkari saree can also be worn for formal and semi-formal occasions. For cleaning prefer giving it for dry clean."
218,Red chanderi saree with diya design,Hand weaved Red chanderi saree with diya design from the Chanderi village in Madhya Pradesh. The attractive design of peacock in golden on red color saree looks fabulous by the skilled artisans. The modern styles with traditional designs are in great demand around the globe. The fabric is of top notch quality and lightweight. Wear it in both formal and casual functions.
219,Blue lotus design chanderi silk saree,"Latest designed Blue lotus design chanderi silk saree made by the skilful weaver of the Chanderi village from Madhya Pradesh. The blue saree with broad design of lotus and border on silk fabric. The fabric is of top notch quality which is lightweight, glossy finish and sheer texture. The chanderi saree is created with several patterns and colors. Saree can be worn on any occasion by all age women. Available with blouse piece and must be given for dry clean to maintain its texture and design for long term use."
220,Ethnic Pattern Cotton Kalamkari Saree,"Best collection of Ethnic Pattern Cotton Kalamkari Saree available in multiple options in colors and design to choose best one for yourself. You get the latest collection of saree printed in the traditional Indian style by experts of the kalamkari style. The ethnic design on saree is made from the pen depicting the face of a lady and a flower patterns using organic black colour that will enhance the grace in you. The Indian saree popular worldwide is the perfect present for the ladies. The sari come with blouse, lightweight that you can wear it whole day as a casual or office wear."
221,Floral And Peacock Kalamkari Saree,"The choice of many women of all age group, this Floral And Peacock Kalamkari Saree available in white colors and ethnic design. The fabric for this saree is pure cotton depicting a peacock and attractive hand painted floral pattern on the entire saree in organic red and black color that will enhance your charm wherever you go wearing the saree. Manufactured by the Indian craftsmen this kalamkari saree is lightweight and beautiful you can wear it as a corporate or party wear. Just remember do not wash it in machine best is to give this saree for dry clean."
222,Ancient Indian Pattern Kalamkari Saree,The attractive Ancient Indian Pattern Kalamkari Saree can be the favorite pick for many ladies this season to intensify her look and add the class collection of handloom cotton printed sarees to her wardrobe. At AuthIndia you can buy the latest saree collection of hand designed kalamkari saree with blouse included in it. The magnificent saree designed in peacock print using organic red and black color finely reveling the art of Indian skilled artist. The best quality fabric and the design of the kalamkari saree are the great attire for every occasion. You can drape this lightweight saree as a casual wear or at office. This handcrafted kalamkari saree is delicate material that should be dry cleaned to maintain its durability.
223,Ethnic floral designer Kalamkari Saree,"Buy this premium Ethnic floral designer Kalamkari Saree for your wardrobe. Brilliantly designed tribal art and floral bottis all over the saree in natural black color. The best saree online shopping in India, which are made from pure cotton fabric that is lightweight and easily to drape. You can wear this kalamkari cotton saree entire day without any heaviness. This saree is a perfect gift for any women and can be worn at any occasion whether its formal or semi-formal. The kalamkari saree require great care to be used for long time."
224,Red and Black Ethnic Kalamkari Saree,"This season buy this Red and Black Ethnic Kalamkari Saree for your wardrobe. Beautifully designed figures on saree in attractive red and black color that will enhance the grace in you. The handcraft floral pattern on pallu is commendable, which only can be made by the skilled artisan of Andhra Pradesh. The saree is lightweight & comfortable and can be worn a whole day. The kalamkari saree is delicate and would prefer to be dry cleaned or hand washed with mild detergent at home."
225,Chequered Pattern Kalamkari Saree,Beautifully designed Chequered Pattern Kalamkari Saree with Indian figures and hand painted in attractive red and black color will give you a magnificent look and a great charm to you in a crowd. This is an all-purpose saree which can be worn at every occasion whether it is formal or semi-formal. The hand design floral pattern on pallu is beautiful that has been created from the expert artists of India. The saree is lightweight and comfortable. Suits all occasion and casual wear. The kalamkari saree is delicate and would prefer to be hand wash or dry cleaned.
226,Classical Ethnic Style Kalamkari Saree,"Buy this Classical Ethnic Style Kalamkari Saree in cotton and ethnic deigns. This saree is one of them depicting the face of Indian lady and peacock, floral patter hand print on the border and pallu with the fine hand work using organic black color, which will make you the unique attractive look on every occasion.  The saree comes with blouse in a regular size that is comfortable and lightweight in soft fabric. You can wear it for corporate or as a casual wear. The kalamkari saree need a bit extra care than others for which you can give it for dry clean or hand wash at home."
227,Ethnic Designer Kalamkari Saree,Ethnic Designer Kalamkari Saree hand painted by skilled Artists. The Kalamkari saree depicting the ethnic design of lady goddess and calf that are hand painted with red and black colour making it more attractive and beautiful. The hand work on cotton fabric saree is done by the skilled artisan of Andhra Pradesh. The saree available are in several print in best quality can be the great gift for any age group female. You can wear this lightweight saree on any occasion or it can be the perfect corporate wear for you. To maintain its durability always wash t with mild detergent or dry clean.
228,Floral Border Kalamkari Saree,The Floral Border Kalamkari Saree in cotton fabric sari is designed by the Indian expert’s hand of traditional kalamkari art. The entire saree is inked with the organic colors depicting the print of a peacock and the small and medium sized flowers. The heavy work is done on the pallu of the saree which is the most attractive part of the saree in natural red and black color. This saree is lightweight and can be drape comfortable. Perfect saree for the office and casual wear.
229,Ethnic Pattern Cotton Kalamkari Saree,"Best collection of Ethnic Pattern Cotton Kalamkari Saree available in multiple options in colors and design to choose best one for yourself. You get the latest collection of saree printed in the traditional Indian style by experts of the kalamkari style. The ethnic design on saree is made from the pen depicting the face of a lady and a flower patterns using organic black colour that will enhance the grace in you. The Indian saree popular worldwide is the perfect present for the ladies. The sari come with blouse, lightweight that you can wear it whole day as a casual or office wear."
230,Exquisite Raja Maharaja Kalamkari Saree,Flaunt the amazing look with this Exquisite Raja Maharaja Kalamkari Saree available only at AuthIndia. The saree decorated with the ethnic design depicting raja maharaja figures and the amazing heavy hand printing done with the organic red and black colour on the border and entire saree is commendable. This saree is available with blouse in soft fabric which is comfortable to drape and easy to carry. This saree can be the ideal gift for any age group female due to its fine quality fabric and hand work its loved by all. Easy to maintain its quality just hand wash it at home.
231,Floral And Peacock Kalamkari Saree,"The choice of many women of all age group, this Floral And Peacock Kalamkari Saree available in white colors and ethnic design. The fabric for this saree is pure cotton depicting a peacock and attractive hand painted floral pattern on the entire saree in organic red and black color that will enhance your charm wherever you go wearing the saree. Manufactured by the Indian craftsmen this kalamkari saree is lightweight and beautiful you can wear it as a corporate or party wear. Just remember do not wash it in machine best is to give this saree for dry clean."
232,Ancient Indian Pattern Kalamkari Saree,The attractive Ancient Indian Pattern Kalamkari Saree can be the favorite pick for many ladies this season to intensify her look and add the class collection of handloom cotton printed sarees to her wardrobe. At AuthIndia you can buy the latest saree collection of hand designed kalamkari saree with blouse included in it. The magnificent saree designed in peacock print using organic red and black color finely reveling the art of Indian skilled artist. The best quality fabric and the design of the kalamkari saree are the great attire for every occasion. You can drape this lightweight saree as a casual wear or at office. This handcrafted kalamkari saree is delicate material that should be dry cleaned to maintain its durability.
233,Ethnic floral designer Kalamkari Saree,"Buy this premium Ethnic floral designer Kalamkari Saree for your wardrobe. Brilliantly designed tribal art and floral bottis all over the saree in natural black color. The best saree online shopping in India, which are made from pure cotton fabric that is lightweight and easily to drape. You can wear this kalamkari cotton saree entire day without any heaviness. This saree is a perfect gift for any women and can be worn at any occasion whether its formal or semi-formal. The kalamkari saree require great care to be used for long time."
234,Red and Black Ethnic Kalamkari Saree,"This season buy this Red and Black Ethnic Kalamkari Saree for your wardrobe. Beautifully designed figures on saree in attractive red and black color that will enhance the grace in you. The handcraft floral pattern on pallu is commendable, which only can be made by the skilled artisan of Andhra Pradesh. The saree is lightweight & comfortable and can be worn a whole day. The kalamkari saree is delicate and would prefer to be dry cleaned or hand washed with mild detergent at home."
235,Chequered Pattern Kalamkari Saree,Beautifully designed Chequered Pattern Kalamkari Saree with Indian figures and hand painted in attractive red and black color will give you a magnificent look and a great charm to you in a crowd. This is an all-purpose saree which can be worn at every occasion whether it is formal or semi-formal. The hand design floral pattern on pallu is beautiful that has been created from the expert artists of India. The saree is lightweight and comfortable. Suits all occasion and casual wear. The kalamkari saree is delicate and would prefer to be hand wash or dry cleaned.
236,Classical Ethnic Style Kalamkari Saree,"Buy this Classical Ethnic Style Kalamkari Saree in cotton and ethnic deigns. This saree is one of them depicting the face of Indian lady and peacock, floral patter hand print on the border and pallu with the fine hand work using organic black color, which will make you the unique attractive look on every occasion.  The saree comes with blouse in a regular size that is comfortable and lightweight in soft fabric. You can wear it for corporate or as a casual wear. The kalamkari saree need a bit extra care than others for which you can give it for dry clean or hand wash at home."
237,Ethnic Designer Kalamkari Saree,Ethnic Designer Kalamkari Saree hand painted by skilled Artists. The Kalamkari saree depicting the ethnic design of lady goddess and calf that are hand painted with red and black colour making it more attractive and beautiful. The hand work on cotton fabric saree is done by the skilled artisan of Andhra Pradesh. The saree available are in several print in best quality can be the great gift for any age group female. You can wear this lightweight saree on any occasion or it can be the perfect corporate wear for you. To maintain its durability always wash t with mild detergent or dry clean.
238,Floral Border Kalamkari Saree,The Floral Border Kalamkari Saree in cotton fabric sari is designed by the Indian expert’s hand of traditional kalamkari art. The entire saree is inked with the organic colors depicting the print of a peacock and the small and medium sized flowers. The heavy work is done on the pallu of the saree which is the most attractive part of the saree in natural red and black color. This saree is lightweight and can be drape comfortable. Perfect saree for the office and casual wear.
239,Peacock Pattern Ethnic Kalamkari Saree,"Peacock Pattern Ethnic Kalamkari Saree from the latest collection of cotton sarees coming straight from the hub of the Kalamkari art designers in Andhra Pradesh. This saree comes along with the blouse in soft cotton fabric. Depicting the ethnic design of Indian lady and peacock hand printed from the organic black color. This beautiful saree can be the perfect wear for every occasions whether its formal or party, you can drape with it comfortably with some junk jewellery for that unique traditional look. Intensifying your personality and adding grace to your charm. This kalamkari saree is also an ideal gift for any lady."
240,Traditional Pattern Kalamkari Saree,"Traditional Pattern Kalamkari Saree that is superbly hand painted by skilled artisan of India in several patterns and awesome fabric at AuthIndia. This kalamkari saree comes with blouse depicting the Indian lady, peacock and cow figures on entire saree, the border is decorated with the heavy floral hand paint work using the organic black color. The pure soft cotton fabric saree is so comfortable and lightweight that you can drape the saree easily and carry for all day long. Suitable for all occasion this kalamkari saree can also be worn for formal and semi-formal occasions. For cleaning prefer giving it for dry clean."
241,Pink designer pure silk saree,"Pink designer pure silk saree hand weaved by traditional people of Chanderi village, Madhya Pradesh. The traditional saree is designed by the skilled artisans in silver color dots and beautiful border on saree enhancing the look of saree. The silk fabric is the lightweight and glossy texture with different patterns of floral, peacock and traditional style. The blouse piece is included with saree and to maintain its look for long time dry clean is the best option."
242,Tribal Dancing Couple Memento,Beautifully crafted Tribal Dancing Couple Memento will bring a new charm to your room. Use this memento to decorate your table or gift to your loved ones.
243,Trophy silver women,Beautiful silver coloured trophy depicts tribal women sitting on the wooden block.
244,Trophy Silver Man Sitting,"This beautiful silver coloured trophy depicts two men sitting on the platform, handcrafted using fine quality wrought iron."
245,Multi Colour Dance Trophy,"Bastar tribal art by the skilled artisans of Chhattisgarh, who gave the attractive and unique designing to the statue. Made up of fine quality material that intensifies and give the traditional look to your interior. The musical couple with instrument dancing are handmade and painted with different vibrant colors. The showpiece is a great gift for anyone and can be placed in both home and office."
246,Madhia Madhi big Momento,"This beautiful momento, a pair of tribal couple is made up of wrought iron. This momento can be given to facilitate dignitary or corporate gifting."
247,Momento Dholak,This beautiful momento depicting musician playing a dholak is made up of wrought iron.
248,Momento Mashaal,An athlete carrying mashaal momento is a perfect piece to facilitate dignitary or corporate gifting. It is made from fine quality wrought iron.
249,Broun Bamboo Large Basket,"Handmade home decorative hand painted bamboo fruit basket with very fine finish.With our expertise and trustworthiness, we are engaged in offering an optimum quality range of bamboo handicraft items.We can manufacture any shape or design in any colour and in any size"
250,Fancy Baskets,These products are manufactured by using quality raw pulp & paper and latest printing technologies. All our cards are very unique and innovative in pattern. Our products are widely being used in all residential and commercial areas for invitation purposes. All products of our enterprise are very attractive in colors and bear tear resistance nature
251,Gift Baskets,"Owing to our affluent industry acquaintance, we present Gift Basket. In addition, experts check these products on diverse industry parameters to ensure the sturdy nature."
252,Water Hyacinth Basket,"Water Hyacinth is an aquatic weed as they infest still water bodies like lakes & ponds, using up the oxygen for aquatic life-forms and hence choking them. To counter this problem, numerous villagers and artisans in Assam have come together to make this weed into a source of income by weaving it into a natural fibre and further weaving it into various utility water hyacinth products. "
253,Brass Handcrafted Basket,We are one of the leading manufacturer exporter of Brass Handcrafted Basket.These products are made by best quality metal and with quality coating . These products are coated with Antique Finish
254,Handmade Sikki Grass,"Sikki grass crafts are various handicrafts that are made from a special kind of grass known as sikki found in Bihar and Uttar Pradesh, India. Sikki is dried and the flower head is cut off. The resulting fine golden fibre is used in weaving to make toys, dolls, and baskets (dolchi). Items are sometimes painted.Sabai Grass : Products are made by weaving ropes of dried Sabai Grass usually"
255,Brown Bamboo Rectangle Basket,We are deal in this Bamboo Rectangle Basket.Light weight Useful in party and decoration
256,Beige Flower Basket Of Bamboo,handmade bamboo flower baskets made of beige coloured fine bamboo slivers.
257,Natural Glass Beige Sikkim Grass Bread Basket,Simple yet elegant this beautiful bread basket is worth to add some elegance to your kitchen decor. Sikki grass that grows in marshy areas of ganges is transformed by artisans into a range of art objects that find both ritual and every day.
258,Rectangular Bread Basket,"Leveraging the skills of our qualified team of professionals, we are engaged in providing Rectangular Bread"
259,Oval Cane Basket With Handle,"Fostered with a team of highly experienced professionals, we have been able to provide Oval Cane Basket"
260,Bamboo Fruit Basket,This piece of art is a handcrafted product made of natural bamboo. The baskets can be used for serving purposes and also for using it as a table top decor
261,Cora Grass Handicraft Basket,We are one of the reliable companies in this domain and are into offering Handicraft Basket.Superior qualityIncrease beauty of houseExcellent finish
262,Wooden Fruit Basket,"For total satisfaction of our customers, we are instrumental in presenting an enormous quality range of Wooden Fruit Basket to our clients. This Wooden Fruit Basket is widely used in homes and hotels for keeping fruits"
263,Tisser Natural Mud Clay Kulhad,"Clay Kulhad Kulfi , Chai , Tandoor Kulhad Premium Quality 80 to 300 mlClay Kulhad Kulfi , Chai , Lassi ,Tandoor Handnade Clay Kulfi , Chai , Tandoor Kulhad , Kulhad mumbai , kulhad indiaMinimum Order Qty "
264,Clay Biriyani Pot,"Product DescriptionThe Clay Biryani Pot is a traditional cooking pot for making most Indian dishes the natural way. Unlike the metal and ceramic vessels, these pots are easier to clean and cooks faster. It also enhances the taste and aroma of the spices naturally."
265,Brown Round Clay Flower Pot,"Being a renowned and the highly trusted enterprises in this industry, we are offering an optimum quality assortment of Clay Flower Pot"
266,Clay Water Pot,Clay Water Pot is in many different type and design.it's very helpful for healthy drink and destroy all decease relation to water..in summer we getting cold from it.
267,Clay Karwa Chauth Pot,"We offer Karwa Chauth Pot decorated with tikki work, fabric color, oil paint , cone work, sparkle work, zari border etc"
268,Clay Dahi Handi,We have gained a remarkable position in the market that is involved in offering Clay Dahi Handi 
269,Brown Clay Cooking Handi,We are one of the most reliable companies in this domain and are into offering Clay Cooking Handi. 
270,Reddish Brown Dekchi Big With Clay Lid,"Cooking in a clay pot is much better than cooking in a normal utensil, not just for its various health benefits, but also makes it much simpler to cook and improves the quality of the food at the end. The porosity and natural insulation properties of clay causes heat andmoisture to circulate throughout clay pots"
271,Kullad Set,"With old world charm, these terracotta Kullad show fine studio stoneware went with coating art.The customary craftsmanship portrayed by these Kullad goes back in twentieth century. You can enjoy your tea/milk espresso/soup in these kullad"
272,Clay Biriyani Pot,"Product DescriptionThe Clay Biryani Pot is a traditional cooking pot for making most Indian dishes the natural way. Unlike the metal and ceramic vessels, these pots"
273,Terracotta Clay Soup Bowl,"We excel in offering a wide range of Terracotta Clay Soup Bowl. These bowls are available with us in various styles, range and color combinations following the precise demands and specifications of clients"
274,Hand Painted Kullher,"Kullhars are the products that are used in india since centuries. These are made manually in a very traditional manner. Kullhar are generally used to drink hot indian drinks like milk, tea, etc."
